1nz,N,Z,A,EL,MASSEXCESS,AtomicMass,BE,BE_uncer
45,127,82,209,Pb,-17614.646,208.981089898,7689.503,0.188
41,125,84,209,Po,-16366.092,208.982430276,7559.242,0.162
39,124,85,209,At,-12882.613,208.986169944,8026.475,0.26
33,121,88,209,Ra,1858.219,209.001994879,8352.758,0.313
47,128,81,209,Tl,-13644.757,208.98535175,7914.148,0.196
37,123,86,209,Rn,-8941.049,208.990401388,7873.489,0.225
35,122,87,209,Fr,-3769.572,208.995953197,7817.595,0.221
31,120,89,209,Ac,8843.809,209.00949422,7298.273,0.145
42,126,84,210,Po,-15953.137,209.982873601,7763.487,0.217
44,127,83,210,Bi,-14791.979,209.984120156,7971.672,0.227
46,128,82,210,Pb,-14728.502,209.984188301,7923.937,0.203
38,124,86,210,Rn,-9604.77,209.989688854,8080.372,0.234
40,125,85,210,At,-11972.177,209.987147338,7990.722,0.216
34,122,88,210,Ra,442.792,210.000475356,7947.573,0.209
48,129,81,210,Tl,-9246.969,209.99007297,7815.879,1.111
36,123,87,210,Fr,-3333.205,209.996421657,8466.262,0.333
30,120,90,210,Th,14059.446,210.015093437,8202.004,0.263
32,121,89,210,Ac,8789.699,210.00943613,7674.005,0.18
43,127,84,211,Po,-12432.571,210.986653085,7953.454,0.212
47,129,82,211,Pb,-10492.948,210.988735356,7912.229,0.204
41,126,85,211,At,-11647.264,210.987496147,7891.206,0.206
45,128,83,211,Bi,-11859.131,210.987268698,5285.208,2.937
39,125,86,211,Rn,-8755.404,210.990600686,7799.791,0.199
35,123,88,211,Ra,832.023,211.000893213,7931.435,0.219
37,124,87,211,Fr,-4140.249,210.995555259,8344.902,0.609
49,130,81,211,Tl,-6077.998,210.993475,8213.806,0.309
33,122,89,211,Ac,7202.214,211.007731894,8069.512,0.996
31,121,90,211,Th,13910.171,211.014933183,8330.577,0.826
44,128,84,212,Po,-10369.487,211.988867896,8468.87,0.394
48,130,82,212,Pb,-7548.85,211.991895975,8070.642,0.257
46,129,83,212,Bi,-8117.954,211.991285016,8187.146,0.307
42,127,85,212,At,-8628.221,211.990737223,8196.666,0.294
40,126,86,212,Rn,-8659.608,211.990703528,5364.046,4.196
38,125,87,212,Fr,-3515.968,211.996225453,8206.31,0.301
32,122,90,212,Th,12110.808,212.013001487,8262.231,0.35
36,124,88,212,Ra,-198.968,211.999786399,3349.037,5.202
34,123,89,212,Ac,7277.298,212.007812501,8286.143,0.359
30,121,91,212,Pa,21593.358,212.023181425,7253.775,0.178
45,129,84,213,Po,-6653.584,212.992857083,8193.254,0.95
41,127,86,213,Rn,-5696.026,212.993885064,8247.496,0.897
43,128,85,213,At,-6579.595,212.992936514,7853.919,0.257
47,130,83,213,Bi,-5231.635,212.994383608,7805.535,0.252
39,126,87,213,Fr,-3552.848,212.996185861,7756.842,0.247
49,131,82,213,Pb,-3203.532,212.996560867,7985.01,0.272
33,123,90,213,Th,12120.086,213.013011447,5266.132,10
37,125,88,213,Ra,345.557,213.00037097,7748.52,1.724
35,124,89,213,Ac,6154.692,213.006607333,8061.766,0.286
51,132,81,213,Tl,1783.811,213.001915,8344.269,1.282
31,122,91,213,Pa,19662.625,213.021108697,5902.025,2.632
46,130,84,214,Po,-4470.046,213.995201208,8395.944,0.862
50,132,82,214,Pb,-182.769,213.999803788,8621.666,0.714
44,129,85,214,At,-3379.831,213.996371601,8093.796,0.294
38,126,88,214,Ra,92.734,214.000099554,7457.242,0.199
40,127,87,214,Fr,-958.707,213.998970785,8442.118,0.41
42,128,86,214,Rn,-4319.742,213.995362566,7885.833,0.249
34,124,90,214,Th,10694.885,214.011481431,8204.283,0.378
48,131,83,214,Bi,-1200.753,213.998710938,7583.796,0.216
36,125,89,214,Ac,6443.854,214.006917762,7681.099,0.243
32,123,91,214,Pa,19485.515,214.020918561,7579.214,0.214
47,131,84,215,Po,-541.706,214.999418454,7690.539,0.228
49,132,83,215,Bi,1629.322,215.001749149,7371.384,0.193
45,130,85,215,At,-1255.756,214.99865189,7667.879,0.245
41,128,87,215,Fr,318.065,215.000341456,7700.549,0.231
39,127,88,215,Ra,2533.739,215.00272008,7700.383,0.259
43,129,86,215,Rn,-1168.561,214.998745498,7602.128,0.219
35,125,90,215,Th,10921.586,215.011724805,8244.043,0.46
37,126,89,215,Ac,6030.615,215.006474132,7604.853,0.222
51,133,82,215,Pb,4342.244,215.00466159,7683.725,0.231
33,124,91,215,Pa,17863.939,215.019177728,7695.85,0.242
31,123,92,215,U ,24923.087,215.026756035,7555.584,0.213
48,132,84,216,Po,1782.42,216.001913506,7702.177,0.233
46,131,85,216,At,2256.666,216.002422631,7636.329,0.232
42,129,87,216,Fr,2970.95,216.003189445,7662.851,0.248
44,130,86,216,Rn,252.868,216.000271464,7596.181,0.219
40,128,88,216,Ra,3291.077,216.003533117,7634.684,0.231
38,127,89,216,Ac,8144.395,216.008743367,7586.88,0.223
50,133,83,216,Bi,5873.991,216.006305989,7964.302,0.275
36,126,90,216,Th,10298.332,216.011055714,8138.217,0.358
32,124,92,216,U ,23066.351,216.024762747,7656.974,0.232
34,125,91,216,Pa,17799.214,216.019108242,7601.776,0.223
45,131,86,217,Rn,3658.501,217.003927562,7708.552,0.242
47,132,85,217,At,4394.635,217.004717835,7661.574,0.235
43,130,87,217,Fr,4314.59,217.004631902,8197.732,0.368
49,133,84,217,Po,5883.518,217.006316216,8378.295,0.529
41,129,88,217,Ra,5889.656,217.006322806,7637.764,0.234
37,127,90,217,Th,12205.78,217.013103444,8218.476,0.381
39,128,89,217,Ac,8703.673,217.009343777,7565.154,0.222
35,126,91,217,Pa,17068.41,217.018323692,7964.335,0.322
51,134,83,217,Bi,8729.962,217.009372,7752.737,0.244
50,134,84,218,Po,8356.901,218.008971502,8193.942,0.342
46,132,86,218,Rn,5217.347,218.005601052,7930.302,0.324
44,131,87,218,Fr,7059.117,218.007578274,7707.189,0.251
38,128,90,218,Th,12366.741,218.013276242,7360.362,0.205
42,130,88,218,Ra,6651.17,218.007140325,8376.05,0.391
48,133,85,218,At,8098.162,218.008693735,7721.602,0.257
34,126,92,218,U ,21894.608,218.023504829,7659.314,0.248
36,127,91,218,Pa,18683.77,218.020057853,8056.438,0.355
52,135,83,218,Bi,13216.037,218.014188,7543.065,0.226
40,129,89,218,Ac,10843.609,218.011641093,7995.374,0.347
47,133,86,219,Rn,8829.402,219.009478753,7938.27,0.339
49,134,85,219,At,10396.076,219.011160647,7673.763,0.276
45,132,87,219,Fr,8617.767,219.009251553,8337.19,0.425
43,131,88,219,Ra,9394.282,219.010085176,7881.052,0.333
51,135,84,219,Po,12681.359,219.013614,7946.321,0.292
41,130,89,219,Ac,11569.48,219.012420348,7823.85,0.329
39,129,90,219,Th,14471.39,219.015535677,7684.865,0.268
35,127,92,219,U ,23286.569,219.024999161,7917.744,0.287
37,128,91,219,Pa,18540.131,219.01990365,7963.212,0.299
33,126,93,219,Np,29456.655,219.031623021,7845.42,0.324
48,134,86,220,Rn,10612.077,220.011392534,7766.158,0.326
46,133,87,220,Fr,11482.32,220.012326778,8278.292,0.457
42,131,89,220,Ac,13743.682,220.01475445,8038.338,0.355
44,132,88,220,Ra,10270.245,220.011025562,7364.871,2.587
50,135,85,220,At,14375.747,220.015433,7697.896,0.273
52,136,84,220,Po,15263.461,220.016386,8213.225,0.431
40,130,90,220,Th,14669.1,220.015747926,8572.424,0.668
45,133,88,221,Ra,12963.811,221.013917224,8345.886,1.419
47,134,87,221,Fr,13277.29,221.014253757,7771.409,0.333
49,135,86,221,Rn,14471.42,221.015535709,7971.835,0.323
41,131,90,221,Th,16940.371,221.018186236,8155.046,0.385
51,136,85,221,At,16782.727,221.018017,7502.803,0.244
53,137,84,221,Po,19773.755,221.021228,8253.715,0.455
43,132,89,221,Ac,14523.109,221.015591199,8120.992,0.361
37,129,92,221,U ,24519.995,221.026323299,8323.866,1.439
39,130,91,221,Pa,20376.288,221.021874846,8184.847,0.446
50,136,86,222,Rn,16372.206,222.017576286,8271.864,0.533
46,134,88,222,Ra,14320.188,222.015373355,8164.441,0.426
44,133,89,222,Ac,16621.474,222.017843887,7973.97,0.347
48,135,87,222,Fr,16378.105,222.01758262,8263.756,0.494
42,132,90,222,Th,17203.111,222.0184683,8115.471,0.402
52,137,85,222,At,20953.026,222.022494,4868.728,4.446
54,138,84,222,Po,22486.265,222.02414,8291.22,0.658
38,130,92,222,U ,24272.827,222.026057953,8369.534,1.001
49,136,87,223,Fr,18382.394,223.019734313,8412.959,1.676
47,135,88,223,Ra,17233.309,223.018500719,8243.72,0.508
45,134,89,223,Ac,17825.882,223.019136872,3507.63,5.385
51,137,86,223,Rn,20389.739,223.021889285,8113.68,0.422
43,133,90,223,Th,19385.831,223.020811546,7706.998,0.344
53,138,85,223,At,23428.006,223.025151,8341.757,0.686
41,132,91,223,Pa,22320.676,223.023962232,7544.27,0.293
39,131,92,223,U ,25837.006,223.027737168,8022.038,0.393
48,136,88,224,Ra,18825.917,224.020210453,7930.238,0.369
46,135,89,224,Ac,20234.135,224.021722239,8256.899,0.662
42,133,91,224,Pa,23862.278,224.02561721,7950.053,0.373
52,138,86,224,Rn,22445.098,224.024095804,7546.624,0.299
44,134,90,224,Th,19993.734,224.021464157,7646.72,0.316
50,137,87,224,Fr,21748.616,224.0233481,7651.971,0.319
54,139,85,224,At,27711.015,224.029749,8173.538,0.624
40,132,92,224,U ,25722.252,224.027613974,7632.694,0.319
49,137,88,225,Ra,21993.109,225.023610574,7644.762,0.334
47,136,89,225,Ac,21637.346,225.023228647,7545.998,0.307
45,135,90,225,Th,22310.127,225.023950907,8426.624,0.628
41,133,92,225,U ,27379.921,225.029393555,7607.557,0.318
53,139,86,225,Rn,26534.141,225.028485574,8112.519,1.994
51,138,87,225,Fr,23820.61,225.025572478,7909.977,0.436
43,134,91,225,Pa,24340.725,225.026130844,7607.351,0.319
39,132,93,225,Np,31587.704,225.033910797,8147.274,1.91
50,138,88,226,Ra,23667.824,226.025408455,7873.974,0.435
48,137,89,226,Ac,24309.264,226.026097069,7816.619,0.425
46,136,90,226,Th,23197.634,226.024903686,7657.096,0.339
52,139,87,226,Fr,27520.539,226.029544515,7759.231,0.417
54,140,86,226,Rn,28747.192,226.030861382,7671.69,0.346
44,135,91,226,Pa,26033.276,226.027947872,8377.615,0.636
42,134,92,226,U ,27328.869,226.029338749,7633.643,0.353
49,138,89,227,Ac,25849.58,227.027750666,8054.559,0.463
51,139,88,227,Ra,27177.711,227.029176474,7789.932,0.424
47,137,90,227,Th,25804.823,227.027702618,7707.955,0.427
53,140,87,227,Fr,29682.445,227.031865417,7734.107,0.417
45,136,91,227,Pa,26831.198,227.028804477,8236.717,0.559
43,135,92,227,U ,29045.462,227.031181587,7701.468,0.422
55,141,86,227,Rn,32885.834,227.035304396,7647.583,0.356
41,134,93,227,Np,32562.08,227.034956832,7712.633,0.425
48,138,90,228,Th,26770.984,228.028739835,6709.171,3.945
52,140,88,228,Ra,28940.268,228.031068657,8416.967,1.002
50,139,89,228,Ac,28894.728,228.031019767,7984.812,0.438
46,137,91,228,Pa,28923.586,228.031050748,8534.817,1.412
54,141,87,228,Fr,33384.221,228.035839437,8533.125,1.574
44,136,92,228,U ,29222.226,228.031371351,8597.435,1.527
56,142,86,228,Rn,35243.465,228.037835418,7398.16,0.324
40,134,94,228,Pu,36087.37,228.038741387,8108.979,0.566
42,135,93,228,Np,33595.694,228.036066462,8396.234,1.304
49,139,90,229,Th,29585.583,229.031761431,8180.766,0.781
47,138,91,229,Pa,29896.908,229.032095652,8100.435,0.775
55,142,87,229,Fr,35668.262,229.038291455,7606.086,0.379
45,137,92,229,U ,31210.554,229.033505909,7503.347,0.368
51,140,89,229,Ac,30689.933,229.032947,7562.702,0.381
57,143,86,229,Rn,39362.4,229.042257276,7604.583,0.403
53,141,88,229,Ra,32561.963,229.034956707,7620.624,0.412
41,135,94,229,Pu,37395.59,229.040145819,8347.547,0.77
43,136,93,229,Np,33779.675,229.036263974,8457.658,1.541
39,134,95,229,Am,42150.02,229.045249909,1336.359,17.889
50,140,90,230,Th,30862.593,230.033132358,8360.29,0.938
48,139,91,230,Pa,32173.607,230.034539789,8312.426,0.718
46,138,92,230,U ,31615.002,230.033940102,7520.414,3.362
56,143,87,230,Fr,39486.768,230.042390791,2995.134,9.285
54,142,88,230,Ra,34516.306,230.03705478,6202.217,5.216
42,136,94,230,Pu,36934.392,230.039650703,8394.358,1.161
52,141,89,230,Ac,33838.383,230.036327,8495.421,1.775
44,137,93,230,Np,35236.291,230.037827716,8637.692,1.729
51,141,90,231,Th,33815.891,231.036302853,7336.306,3.858
49,140,91,231,Pa,33424.404,231.035882575,8381.902,0.833
47,139,92,231,U ,33806.015,231.036292252,7463.582,4.07
57,144,87,231,Fr,42080.575,231.045175357,6118.273,5.178
55,143,88,231,Ra,38216.486,231.041027086,5496.08,58.903
53,142,89,231,Ac,35762.849,231.038393,7881.807,23.008
43,137,94,231,Pu,38309.005,231.04112641,8175.091,7.712
45,138,93,231,Np,35624.513,231.03824449,1720.449,25
52,142,90,232,Th,35446.784,232.038053689,8045.121,0.568
48,140,92,232,U ,34609.53,232.03715486,8139.765,0.61
50,141,91,232,Pa,35946.633,232.0385903,8630.174,1.888
56,144,88,232,Ra,40496.953,232.04347527,8324.43,0.981
54,143,89,232,Ac,39154.419,232.042034,8236.767,0.948
58,145,87,232,Fr,46072.834,232.049461224,8159.28,0.918
44,138,94,232,Pu,38363.14,232.041184526,8459.824,1.661
51,142,91,233,Pa,37489.472,233.040246605,7998.625,0.56
53,143,90,233,Th,38731.715,233.041580208,8206.175,0.782
49,141,92,233,U ,36919.176,233.039634367,8089.686,0.901
57,145,88,233,Ra,44334.06,233.047594573,7892.829,2.758
55,144,89,233,Ac,41308.033,233.044346,8097.475,0.747
59,146,87,233,Fr,48920.051,233.052517838,8178.461,0.753
45,139,94,233,Pu,40051.769,233.042997345,8422.405,1.135
47,140,93,233,Np,37948.59,233.040739489,7083.24,4.277
41,137,96,233,Cm,47294.006,233.050772206,8022.848,2.109
50,142,92,234,U ,38145.025,234.04095037,8097.969,2.888
54,144,90,234,Th,40613.009,234.04359986,8148.892,0.734
52,143,91,234,Pa,40338.921,234.043305615,7952.903,3.076
46,140,94,234,Pu,40349.971,234.043317478,7906.551,2.931
58,146,88,234,Ra,46930.629,234.050382104,8466.11,2.165
48,141,93,234,Np,39954.871,234.04289332,7163.485,5.292
56,145,89,234,Ac,44841.19,234.048139,8256.644,1.177
42,138,96,234,Cm,46724.633,234.050160959,8287.073,10.49
51,143,92,235,U ,40918.846,235.04392819,8011.929,0.695
49,142,93,235,Np,41043.108,235.044061591,7388.346,4.502
55,145,90,235,Th,44017.749,235.047255,8327.13,1.814
57,146,89,235,Ac,47357.155,235.05084,8269.864,1.344
53,144,91,235,Pa,42288.896,235.045399,4993.897,9.446
47,141,94,235,Pu,42182.41,235.045284682,8174.884,1.225
45,140,95,235,Am,44625.429,235.047907371,6609.015,6.383
52,144,92,236,U ,42444.644,236.045566201,7730.979,3.475
48,142,94,236,Pu,42901.593,236.046056756,8181.598,3.026
56,146,90,236,Th,46255.198,236.049657,8232.332,3.098
54,145,91,236,Pa,45333.95,236.048668,8112.536,0.833
44,140,96,236,Cm,47855.045,236.051374506,8493.865,2.036
58,147,89,236,Ac,51220.992,236.054988,8293.907,1.173
50,143,93,236,Np,43378.178,236.046568392,8428.069,2.389
51,144,93,237,Np,44871.659,237.04817171,8389.958,1.694
53,145,92,237,U ,45390.194,237.04872838,7167.067,5.155
49,143,94,237,Pu,45091.722,237.048407957,7623.515,4.153
55,146,91,237,Pa,47527.619,237.051023,8015.436,0.985
57,147,90,237,Th,49955.092,237.053629,7952.65,0.96
45,141,96,237,Cm,49247.085,237.052868923,7892.772,0.936
41,139,98,237,Cf,57938.921,237.062199993,7833.291,0.914
52,145,93,238,Np,47454.656,238.050944671,7836.312,0.931
50,144,94,238,Pu,46163.213,238.04955825,7773.605,0.893
54,146,92,238,U ,47307.783,238.050786996,7959.07,0.981
46,142,96,238,Cm,49445.188,238.053081595,7896.043,0.956
56,147,91,238,Pa,50894.038,238.054637,7713.591,0.873
48,143,95,238,Am,48421.487,238.051982607,8378.304,1.818
51,145,94,239,Pu,48588.282,239.052161669,8351.09,1.199
53,146,93,239,Np,49311.057,239.052937599,7980.796,3.84
55,147,92,239,U ,50572.718,239.054292048,8177.626,1.145
49,144,95,239,Am,49390.424,239.053022803,8233.996,2.828
47,143,96,239,Cm,51147.025,239.054908593,7478.79,5.714
52,146,94,240,Pu,50125.38,240.053811812,7862.286,4
48,144,96,240,Cm,51724.306,240.055528329,8515.98,2.938
56,148,92,240,U ,52715.505,240.056592425,8407.555,2.744
50,145,95,240,Am,51510.169,240.055298444,7039.685,6.87
54,147,93,240,Np,52316.272,240.05616383,6497.478,6.344
44,142,98,240,Cf,57990.944,240.062255842,6727.805,6.603
53,147,94,241,Pu,52955.175,241.056849722,4285.285,10.362
51,146,95,241,Am,52934.395,241.056827413,4540.97,11.053
49,145,96,241,Cm,53701.83,241.057651288,8574.191,3.159
55,148,93,241,Np,54260.175,241.058250697,7531.315,4.871
52,147,95,242,Am,55468.072,242.059547428,8210.463,4.128
50,146,96,242,Cm,54803.764,242.058834263,8331.097,1.825
54,148,94,242,Pu,54716.932,242.058741045,7158.832,6.506
46,144,98,242,Cf,59386.966,242.063754533,8524.366,2.787
56,149,93,242,Np,57416.932,242.061639615,8536.205,3.227
53,148,95,243,Am,57175.046,243.06137994,7533.403,0.826
51,147,96,243,Cm,57181.998,243.061387403,8158.066,1.282
55,149,94,243,Pu,57754.602,243.062002119,8176.191,1.344
49,146,97,243,Bk,58689.693,243.06300598,8245.928,1.683
52,148,96,244,Cm,58451.896,244.062750694,8198.318,1.401
54,149,95,244,Am,59879.196,244.064282964,5269.667,12.006
56,150,94,244,Pu,59806.028,244.064204415,4976.63,11.342
48,146,98,244,Cf,61478.179,244.065999543,6904.204,6.872
50,147,97,244,Bk,60713.885,244.065179039,6378.534,9.445
53,149,96,245,Cm,61004.58,245.065491113,8083.48,4.536
51,148,97,245,Bk,61813.836,245.066359885,1153.76,53.033
55,150,95,245,Am,61900.469,245.06645289,8568.087,3.667
49,147,98,245,Cf,63385.21,245.068046825,8296.511,2.933
57,151,94,245,Pu,63178.179,245.067824568,8325.45,3.669
50,148,98,246,Cf,64090.292,246.068803762,5961.435,11.531
54,150,96,246,Cm,62616.967,246.067222082,5421.077,10.522
58,152,94,246,Pu,65394.801,246.070204209,8187.953,2.14
46,146,0,246,Fm,70188.833,246.075350815,8308.655,2.028
52,149,97,246,Bk,63966.967,246.068671367,7034.531,8.442
55,151,96,247,Cm,65533.143,247.070352726,961.639,42.354
53,150,97,247,Bk,65489.562,247.07030594,8364.37,4.499
51,149,98,247,Cf,66103.903,247.070965462,8297.13,2.371
49,148,99,247,Es,68578.388,247.073621932,6813.09,8.587
56,152,96,248,Cm,67392.755,248.072349101,7356.233,7.705
52,150,98,248,Cf,67238.012,248.072182978,8448.469,4.034
48,148,0,248,Fm,71897.857,248.077185528,8394.681,5.052
53,151,98,249,Cf,69722.784,249.074850491,8281.102,2.97
55,152,97,249,Bk,69846.384,249.074983182,8186.836,2.857
57,153,96,249,Cm,70750.702,249.075954006,8107.306,2.753
49,149,0,249,Fm,73519.188,249.078926098,8280.294,2.501
54,152,98,250,Cf,71170.391,250.076404561,7983.755,1.99
56,153,97,250,Bk,72949.978,250.078315027,8094.763,1.779
50,150,0,250,Fm,74072.243,250.079519828,8252.974,3.015
58,154,96,250,Cm,72989.594,250.078357556,8151.433,22.879
55,153,98,251,Cf,74135.018,251.079587219,8242.132,6.404
53,152,99,251,Es,74512.277,251.079992224,7767.866,7.485
57,154,97,251,Bk,75228.018,251.080760603,8395.766,3.664
51,151,0,251,Fm,75953.919,251.081539889,8269.02,12.73
49,150,1,251,Md,78966.744,251.084774291,7661.754,8.628
59,155,96,251,Cm,76648.018,251.082285036,8344.828,5.684
56,154,98,252,Cf,76034.617,252.081626523,8411.698,5.371
52,152,0,252,Fm,76815.627,252.082464972,7377.097,9.854
48,150,2,252,No,82871.427,252.088966141,8165.019,2.637
54,153,99,252,Es,77294.617,252.082979189,6867.932,14.438
55,154,99,253,Es,79010.538,253.084821305,6614.792,14.037
53,153,0,253,Fm,79345.74,253.08518116,3643.672,40
57,155,98,253,Cf,79301.567,253.085133738,6236.671,18.286
49,151,2,253,No,84358.735,253.090562831,8345.598,4.632
54,154,0,254,Fm,80902.794,254.086852726,8285.562,3.702
56,155,99,254,Es,81990.594,254.088020527,8290.259,3.8
50,152,2,254,No,84723.347,254.090954259,8293.314,3.465
58,156,98,254,Cf,81341.401,254.08732359,8328.45,4.086
55,155,0,255,Fm,83799.654,255.089962633,8334.837,4.76
53,154,1,255,Md,84843.07,255.091082787,8129.043,2.884
57,156,99,255,Es,84089.274,255.090273553,8148.225,2.903
51,153,2,255,No,86807.234,255.093191404,8133.793,2.938
49,152,3,255,Lr,89947.3,255.096562404,8354.629,5.091
56,156,0,256,Fm,85486.817,256.091773878,8301.058,6.87
52,154,2,256,No,87822.062,256.094280866,7089.926,13.634
48,152,4,256,Rf,94222.049,256.101151535,8320.955,8.261
50,153,3,256,Lr,91746.598,256.098494029,8398.734,6.55
55,156,1,257,Md,88993.053,257.095537977,8350.925,6.449
57,157,0,257,Fm,88590.033,257.095105317,4719.634,27.651
53,155,2,257,No,90247.256,257.096884419,6444.031,18.116
49,153,4,257,Rf,95866.427,257.102916848,7508.573,13.529
56,157,1,258,Md,91686.792,258.098429825,7689.572,12.9
50,154,4,258,Rf,96341.036,258.103426362,8221.728,10.479
55,157,2,259,No,94078.569,259.100997503,6886.437,17.63
49,154,5,259,Db,101991.016,259.109491865,8083.608,3.509
48,154,6,260,Sg,106547.552,260.114383508,8245.239,5.119
49,155,6,261,Sg,108005.043,261.115948188,7244.419,19.173
53,157,4,261,Rf,101318.594,261.10876999,7055.111,18.89
50,156,6,262,Sg,108365.771,262.116335446,8111.507,4.934
48,156,8,264,Hs,119563.222,264.128356405,8268.527,6.865
49,157,8,265,Hs,120900.283,265.129791799,8270.031,6.418
50,158,8,266,Hs,121136.373,266.130045252,8068.672,5.718
49,159,10,269,Ds,134834.709,269.144751021,8255.26,7.621
50,160,10,270,Ds,134678.282,270.14458309,8276.439,14.66
